"M.b1t1"	"M.b1t2"	"M.b1t3"	"M.b2t1"	"M.b2t2"	"M.b2t3"	"M.b3t1"	"M.b3t2"	"M.b3t3"	"H.b1t1"	"H.b1t2"	"H.b1t3"	"H.b2t1"	"H.b2t2"	"H.b2t3"	"H.b3t1"	"H.b3t2"	"H.b3t3"
46697000	49121000	39081000	17881000	9471300	4778700	23211000	39283000	59490000	27461000	32059000	31204000	8107700	11176000	3565800	16204000	21008000	22920000
3917200	3420900	4874900	5252300	4812400	2565300	4931800	6685200	7161600	24759000	3133400	3980900	5816500	26909000	6309100	2674100	3522200	4399000
64743000	53916000	62574000	67372000	57601000	60965000	47205000	42864000	45526000	75282000	56826000	65687000	86185000	114770000	103780000	72930000	72846000	87051000
7339100	10664000	12810000	23487000	16410000	26122000	9755300	11559000	7203200	46069000	52657000	55330000	22387000	19171000	25491000	18686000	29295000	10976000
200430000	209620000	208520000	183780000	183570000	194230000	176130000	143190000	182310000	376600000	239940000	195900000	211590000	244910000	236340000	169870000	135430000	177370000
91382000	89322000	80546000	58437000	82923000	54650000	28050000	44133000	65986000	111550000	109660000	100080000	196970000	124850000	190010000	167220000	56010000	97702000
157390000	199430000	219480000	181150000	176940000	170150000	208920000	182900000	204730000	34657000	14846000	17067000	18085000	20880000	22726000	11427000	8648400	8857800
67534000	75680000	80488000	3048600	3021900	690510	10590000	18871000	10325000	19329000	24780000	24313000	4950300	2762700	1895300	8845900	7521100	7697000
39967000	17330000	18107000	4768000	22784000	23554000	26446000	12250000	13821000	36934000	27353000	36068000	20649000	8482700	13819000	29913000	22713000	22988000
8328600	8059800	8889100	3452300	3033200	3198100	5602300	6408700	8374300	9374900	9446600	11742000	7284600	4089100	5179100	6417000	9240500	9052200
492910	1113800	2500400	21393000	11338000	20598000	7295900	3374500	4947000	917880	688320	11481000	16148000	8935000	19583000	9391200	4831900	4286700
123810000	1.07e+08	110710000	81427000	94289000	84563000	117940000	120270000	111570000	100370000	147830000	133010000	99457000	65556000	81525000	114230000	114570000	120540000
262240000	227660000	261560000	257220000	280930000	328840000	257250000	362480000	363800000	127190000	105850000	169090000	168240000	148680000	143840000	123150000	108860000	105490000
10737000	7369900	7901800	10304000	15378000	14746000	12409000	5127300	4897900	4477500	4188200	5523300	5842200	9654600	7793200	9119800	2440300	2141500
84507000	185440000	110640000	32519000	43565000	49050000	37159000	60221000	44888000	50379000	34929000	35256000	35949000	24462000	29230000	31624000	29794000	21016000
2154500	7007200	8361500	15543000	2176500	12968000	8469300	3700200	1013400	3450700	36111000	44888000	46510000	4730000	19533000	48031000	3557500	366710
35341000	74618000	77168000	75058000	53010000	54027000	65502000	54585000	36088000	57662000	66395000	69432000	93001000	70463000	73477000	64113000	59921000	59302000
648470000	656670000	566640000	664080000	643980000	590410000	404180000	560020000	556050000	1218400000	646400000	1306200000	715760000	773260000	606450000	552560000	1056500000	528160000
24492000	15251000	13487000	19470000	25569000	27081000	20413000	23091000	20635000	35944000	15544000	16558000	22356000	26172000	30465000	11056000	18655000	16300000
1167900000	1071600000	1053400000	1215100000	850850000	1369200000	1362800000	1024100000	947280000	2896700000	2591800000	2573800000	3300300000	2.333e+09	3488600000	3383300000	2445200000	2317300000
3246400	6630900	6547000	2247100	2679100	2141700	4499600	3111900	2234600	399380	1436700	2092500	2716300	3138000	3131900	2403200	2233200	197210
83140000	65083000	78655000	99519000	110390000	113930000	64546000	84844000	78687000	255270000	69620000	63403000	186370000	230720000	218710000	199030000	186030000	193280000
436050000	221060000	537410000	115930000	95961000	69831000	244350000	85898000	170730000	192760000	147710000	180300000	107360000	88392000	101760000	131890000	124640000	124130000
54826000	251690000	281690000	169890000	144820000	110500000	169810000	128090000	36534000	102540000	99764000	134590000	17732000	85090000	87856000	117060000	40844000	26415000
109350000	67229000	79214000	75482000	123910000	176560000	64506000	51302000	55919000	167220000	104300000	122550000	154880000	155330000	261580000	92269000	79925000	82560000
207600000	249230000	221920000	228640000	213680000	219210000	214660000	220290000	226340000	187510000	221670000	166550000	240020000	238340000	269490000	197250000	205820000	229650000
9130000	9971200	11973000	6221400	28713000	26473000	9332100	3626900	3439000	9164300	8301000	8933600	12469000	23471000	20665000	4685300	2750800	1143300
54414000	44092000	53731000	26281000	32695000	24964000	50863000	46899000	29600000	76946000	65264000	67390000	89656000	46795000	46507000	59453000	57815000	24551000
81159000	81717000	83743000	59495000	38127000	42574000	73787000	30323000	54913000	71411000	56405000	59812000	90780000	44772000	57294000	68210000	48808000	54960000
132640000	171500000	184310000	88496000	250600000	439830000	148020000	229790000	240060000	230860000	253420000	226020000	180090000	192820000	210440000	231340000	299130000	263390000
27346000	27366000	20445000	18781000	36843000	35182000	23693000	9752800	19839000	14197000	8888900	10868000	4525500	13871000	9771400	12217000	1462200	11326000
227020000	224720000	181460000	376520000	219920000	333530000	264490000	276220000	263400000	450550000	440770000	406400000	813200000	566070000	748550000	495160000	484130000	462490000
283010000	89723000	424540000	79878000	72064000	93459000	183880000	166930000	112680000	112910000	98763000	140250000	86402000	71459000	77236000	85461000	71289000	82026000
9346800	8582300	5810300	1445700	2463200	2460200	7288000	5182800	4768900	26073000	26987000	37610000	21911000	3612300	5803000	6724800	29983000	26383000
4519500	22261000	31406000	2573600	13085000	1638600	4118300	1126500	16947000	4094900	4766200	15621000	8782700	10704000	3933600	4214200	3334600	11197000
39852000	38228000	39037000	49626000	45418000	38955000	32716000	45834000	39034000	112420000	94526000	113320000	104220000	122070000	102940000	115530000	131700000	124710000
6992500	17786000	23293000	28644000	33347000	36665000	15889000	10425000	16455000	8728300	17939000	42789000	21834000	34588000	35208000	23497000	17260000	18689000
127360000	93879000	95305000	168650000	115150000	122180000	101830000	91237000	92777000	379680000	296310000	247850000	494970000	339240000	324630000	284020000	247350000	254960000
8570200	9451800	9186700	NA	1725900	NA	47822000	44947000	1064500	7920100	13393000	12975000	NA	2804300	NA	16895000	29627000	1863100
32981000	19554000	18784000	15949000	19818000	26863000	19102000	15774000	7879700	36150000	18788000	27430000	51499000	72505000	48465000	65612000	41705000	11740000
127530000	86608000	79688000	44508000	32700000	39277000	65630000	48776000	52654000	152170000	129210000	125010000	93445000	84121000	82934000	104870000	98327000	107940000
452970000	353980000	425340000	278510000	217210000	193930000	256320000	250700000	383470000	143660000	220660000	222050000	234630000	178260000	168840000	154920000	192110000	265490000
187870000	82608000	41465000	31353000	37002000	41146000	46401000	46867000	36211000	60091000	26939000	30281000	37939000	38266000	30725000	25691000	35871000	37208000
21340000	20128000	19529000	25026000	15344000	20084000	17082000	22812000	25196000	55469000	17021000	14852000	18247000	47206000	36761000	13315000	9298400	13916000
111120000	74939000	106360000	26824000	25996000	22196000	63028000	79567000	81534000	149260000	97597000	147270000	58576000	42576000	43978000	100760000	111250000	113750000
NA	271310	1952100	4059000	2924400	2979100	NA	3864900	NA	11704000	2156100	23107000	25658000	31438000	28671000	11519000	19729000	10919000
36978000	23087000	10513000	37125000	40985000	34948000	12161000	25509000	22956000	33592000	15420000	15011000	52441000	60692000	39120000	15984000	31565000	35199000
1.69e+08	152690000	151400000	154310000	132380000	121560000	116520000	122310000	121620000	128490000	105300000	132070000	104070000	135430000	126780000	94879000	98903000	77383000
82764000	77943000	137870000	129800000	99306000	101480000	97795000	116020000	113460000	165270000	128710000	209910000	212850000	161680000	175620000	199590000	195960000	150990000
295840000	335600000	311920000	45471000	74445000	70508000	225570000	393830000	262960000	391480000	464520000	441600000	59324000	74471000	77743000	362090000	333220000	349720000
2188200	1905600	2364600	4506300	4659800	1980700	2152800	7032800	4737300	4431300	3943200	5683400	7831700	13552000	4854000	11074000	16132000	10016000
61044000	61404000	71326000	2341000	17240000	1617500	53801000	48034000	40248000	39813000	45527000	77923000	3857200	8466800	2633600	35473000	46249000	28097000
7836100	6159800	394430	4929400	6662200	4393900	7713600	8604100	10711000	4498600	1901500	2451700	2482600	4359800	4824600	4983000	3408100	7346200
6540300000	5620600000	6161700000	5418300000	5886700000	5620600000	5455400000	5656600000	5491100000	8363100000	6182900000	6835300000	7091300000	9053400000	8524700000	6576500000	7478400000	7164300000
11295000	24855000	11178000	46809000	38130000	33970000	16555000	23616000	30866000	17890000	16809000	12655000	25996000	29121000	22537000	22774000	14046000	29911000
77849000	79585000	66650000	35361000	30083000	29479000	43478000	78106000	96507000	62326000	63611000	72620000	47371000	37904000	26953000	48222000	46075000	66738000
105180000	67299000	42855000	64444000	96978000	80037000	109600000	137050000	125660000	31456000	96709000	62389000	142470000	165050000	170730000	82241000	53883000	53088000
3751400	4608700	2554500	14325000	6622600	5333700	4202900	18753000	4172300	32703000	33233000	28295000	66262000	54928000	42337000	29734000	63988000	32805000
7183900	3582400	7817700	4944600	3061100	5023500	3432600	2916400	4673400	18532000	8280400	16057000	13770000	6721700	11931000	5956700	13988000	11123000
12970000	20073000	21795000	24401000	22446000	25320000	17890000	14908000	14838000	20534000	24295000	27645000	40487000	30504000	39572000	31368000	24345000	36088000
120060000	97407000	92266000	44961000	56756000	46322000	90960000	80247000	79888000	73774000	69019000	59694000	42028000	50274000	37826000	52967000	65146000	56230000
53611000	55772000	44296000	54515000	31372000	34616000	48216000	109360000	38132000	103010000	96171000	176600000	115680000	58147000	61738000	108690000	151500000	35968000
63850000	59069000	51874000	35871000	11217000	18307000	13625000	13216000	11023000	44277000	99646000	88335000	51541000	9860700	9914100	57718000	30504000	41255000
344050000	77021000	75250000	52386000	3.43e+08	326820000	340750000	319960000	335500000	130580000	58696000	51951000	36097000	102940000	96007000	117160000	109800000	108060000
5553300	7443500	9945100	9392200	14564000	14308000	2171500	1998300	2162800	4819500	12651000	17586000	12874000	23013000	22463000	1597900	1931500	2449600
11544000	11493000	14360000	4909400	9334400	9455100	7485400	1127500	13767000	13713000	9382500	11932000	1142000	11675000	6544200	259110	3635500	1268500
33557000	14421000	17538000	17989000	16373000	15242000	12471000	13155000	12261000	16288000	7214400	14989000	75012000	21666000	18620000	15560000	7735400	11223000
50039000	43801000	47289000	47389000	36918000	32403000	74827000	89952000	85163000	39424000	45237000	41699000	39026000	42376000	66138000	44733000	64371000	55505000
114960000	127680000	131470000	74664000	57229000	58234000	63611000	63844000	55297000	78730000	94073000	81708000	65122000	70189000	59376000	50132000	66130000	46859000
224050000	294220000	264340000	173100000	220190000	183430000	220870000	216430000	205960000	310360000	3.73e+08	374780000	245590000	285360000	251980000	276300000	291270000	271700000
351520000	356480000	84957000	86534000	578760000	513400000	362340000	46815000	84058000	83074000	99152000	256700000	859850000	200010000	281450000	340880000	823770000	927050000
635730000	587890000	620280000	119520000	161280000	173170000	412800000	338340000	333410000	739220000	629780000	713370000	293670000	227960000	230470000	420710000	393320000	460320000
47518000	45060000	50990000	78634000	80293000	101440000	61336000	49523000	61911000	85557000	80614000	77538000	142540000	151180000	187510000	98583000	60160000	73408000
555880000	264130000	241270000	238890000	408660000	322040000	235510000	262870000	272460000	375920000	1362900000	1558700000	269850000	439740000	409510000	1249400000	227510000	1631900000
59416000	58998000	70461000	33269000	24881000	49633000	31378000	42811000	50606000	30549000	32360000	36722000	30828000	30096000	31156000	37767000	51951000	47985000
42780000	56069000	57148000	63380000	53461000	102100000	57034000	44733000	40407000	54463000	103540000	92165000	117370000	75844000	122900000	85987000	98019000	59117000
2466000	1682200	NA	2715600	NA	680930	1476900	1359000	2459200	1865100	1826200	NA	2084900	NA	583180	2093100	1920700	2121800
82477000	96444000	134720000	197590000	120240000	137330000	147060000	139880000	57959000	36953000	57953000	49021000	66770000	70878000	78479000	56130000	53246000	47313000
3995300	4321900	4106200	17698000	4036300	3181000	4132400	3540800	25579000	3200000	2853900	4239500	15128000	1352300	1763100	1852800	3158100	15769000
39141000	265770000	184980000	8435300	13154000	6562200	60368000	31017000	217440000	32856000	197020000	209700000	4088600	10232000	5424100	163070000	50969000	169320000
36184000	25962000	31269000	10182000	13752000	8032600	13739000	14894000	16085000	17191000	10381000	13086000	10993000	56035000	5495400	7280500	6390700	11289000
12958000	17235000	34105000	27126000	16776000	17509000	17403000	16456000	11513000	17526000	17680000	21678000	28018000	19812000	17630000	23712000	20152000	17837000
238660000	217700000	284910000	184510000	183780000	204130000	261470000	208800000	172310000	212260000	189750000	100590000	117240000	137870000	163350000	121510000	201070000	185690000
29648000	10338000	33514000	19163000	8256900	5970500	14606000	16510000	17624000	14563000	10362000	13298000	7071800	7166400	7095200	4174300	11412000	7886700
176900000	191450000	172620000	88974000	118460000	137960000	136710000	151360000	157780000	347810000	374270000	390870000	334960000	310790000	263880000	293090000	350480000	292060000
52652000	47641000	61041000	10279000	9387200	16028000	14805000	30506000	37113000	31184000	26093000	31957000	8655600	11296000	17227000	22694000	30560000	30048000
80452000	52902000	60274000	57701000	71895000	73815000	62872000	53533000	60131000	36593000	24777000	30363000	24772000	33683000	31999000	27037000	25414000	34006000
62046000	77282000	85743000	63646000	74416000	60313000	61634000	57965000	77341000	104840000	144020000	146210000	123460000	144960000	124200000	99450000	82636000	119910000
222300000	213620000	167970000	67974000	38134000	88202000	117600000	135540000	144240000	255760000	251480000	382490000	78917000	101890000	93375000	112490000	129480000	1.8e+08
68403000	73440000	77470000	105290000	74498000	108590000	75168000	91291000	66446000	120340000	134670000	150920000	202830000	145830000	213730000	134220000	128810000	124080000
485560000	501490000	490220000	377970000	396940000	426710000	424230000	450770000	410560000	225290000	214630000	201170000	225790000	248440000	272660000	192130000	197780000	183130000
30403000	29330000	39383000	56794000	36993000	43940000	36899000	35120000	30803000	34996000	32620000	51435000	75492000	63329000	60207000	3.6e+07	41993000	40383000
16751000	7718400	20694000	8653800	15671000	9219300	3991100	7818800	6605800	8128500	4433100	22198000	3250300	4956000	3316600	15490000	6782300	5477000
130040000	101330000	116910000	68260000	61942000	51165000	101460000	106610000	112510000	109810000	104600000	100390000	81907000	62165000	64931000	88952000	82025000	94343000
7530800	7123700	7086300	12416000	24388000	23570000	14591000	15984000	18603000	12238000	7639300	8445800	16700000	31597000	32094000	16160000	14847000	17179000
41885000	19897000	11772000	12995000	33581000	26979000	27312000	5926700	4303800	26744000	17710000	20519000	26301000	29463000	35344000	11555000	11181000	8051100
13964000	15415000	16206000	20902000	30321000	30498000	32993000	25044000	23725000	23715000	22342000	21212000	30828000	45951000	43265000	40110000	34769000	17253000
3963900	3754200	3869900	6407100	4643200	4360200	6383000	3657300	3853100	5848500	5817400	5886300	12896000	8129500	12207000	14226000	6430300	6774900
NA	NA	NA	5446300	14010000	2840600	8759300	3566100	7433300	NA	NA	NA	23661000	22058000	9732800	20548000	13607000	20124000
330970000	290800000	270040000	447870000	461030000	392400000	360190000	369840000	302780000	780230000	703920000	636790000	985090000	1207300000	1070400000	898770000	776450000	643900000
426460	725270	289700	1284400	3518200	3399600	633850	567650	2227300	8403300	132450000	5648000	4245200	107940000	16877000	3763500	4366300	64560000
7266700	16997000	15824000	22430000	22426000	27029000	23409000	21035000	20006000	9738600	21978000	17299000	40118000	15864000	45242000	15306000	12912000	19630000
5867200	10769000	7460500	9283800	14914000	14948000	11225000	9840000	7302800	11472000	18437000	8390600	12661000	20723000	18932000	7808300	11090000	6937800
481050000	389440000	455220000	366380000	391530000	361950000	495470000	431350000	483900000	178900000	195370000	181410000	167950000	185740000	178420000	225710000	173890000	172330000
8155600	7201900	9618400	13113000	12357000	13716000	8439000	7394200	11148000	10369000	11809000	11131000	21657000	15899000	19552000	13401000	13137000	21582000
23058000	8621400	11464000	7285100	3785200	3205700	8935400	5183900	4286000	6146900	3429700	2593100	3567700	2238800	1223400	2684100	2446800	1996800
11344000	4195700	6372800	5280300	3418500	7098300	3197200	3922900	3227300	17368000	8159900	10358000	8509700	9645800	12913000	7879700	7192200	8045600
109010000	78271000	87784000	56693000	62965000	45694000	79731000	127330000	122140000	218070000	107990000	154110000	122970000	94365000	120500000	151240000	117740000	142370000
3717600	5080800	6343900	8167300	4001000	7147300	6803400	4186400	6546200	4400800	4777600	6162000	11805000	5588100	9485800	4338300	3257800	5288400
41232000	25962000	49895000	7520600	6606000	7919200	20184000	21966000	34188000	17797000	14337000	36560000	10882000	10372000	7301200	13384000	19191000	27981000
8713900	8871400	8699400	8660700	8325200	11393000	14819000	12903000	6364600	20659000	20864000	18305000	20743000	26084000	21967000	35154000	30570000	21524000
33879000	5224900	4670300	19966000	23891000	20972000	11244000	7446300	7515600	28795000	10684000	10714000	37613000	41926000	37961000	18174000	14139000	16433000
20068000	12072000	43571000	10042000	2319200	2994400	10283000	12912000	27271000	7930900	7595100	11751000	6710300	6615300	3382100	10026000	9069500	10432000
507700000	303010000	260020000	238970000	168310000	193990000	238590000	416140000	254450000	410410000	326270000	309740000	276410000	228520000	237790000	263050000	372830000	243550000
7183100	1270900	8367700	4692300	3508200	4569300	4873400	10162000	1108500	9097900	540680	9634700	8395500	5669300	8968700	7034600	8686800	885490
78243000	81227000	87512000	50472000	32486000	42419000	73057000	64207000	52698000	26767000	30400000	40169000	24389000	16295000	19475000	28199000	29532000	21607000
1747600	5283800	6039500	3898000	NA	NA	4424500	1184400	NA	948300	4296500	3990800	3020000	NA	NA	5132600	1758100	NA
1992400	NA	1065400	1660300	3534100	1006400	1907200	1513200	332310	2916600	NA	6175400	3548200	12742000	2624000	3891200	3886200	4135500
15878000	18725000	17287000	25364000	29231000	19290000	18189000	12661000	10960000	43267000	73102000	68158000	89226000	69970000	62342000	49787000	31452000	32570000
21342000	26910000	33375000	41324000	26815000	20301000	33828000	29486000	28493000	26248000	38076000	37449000	34332000	47466000	39506000	42447000	36357000	27121000
2741800	5568100	3505100	NA	NA	NA	1167700	1871700	2267000	5434200	16975000	7940600	3375500	NA	NA	11825000	4657500	4687000
97898000	23327000	33571000	5666900	7398800	2705700	8132000	19818000	10811000	28580000	61062000	138810000	4501200	9118300	3640400	22827000	59387000	20801000
33857000	34568000	29901000	85142000	134410000	78545000	92625000	55318000	58530000	42995000	36802000	35180000	58693000	75756000	64892000	40384000	44670000	45242000
24247000	20563000	16729000	14685000	17181000	15579000	18426000	17491000	19087000	12887000	18044000	17803000	20688000	14929000	11931000	17949000	25359000	24853000
54837000	59879000	52850000	16248000	44456000	37217000	52433000	51778000	56322000	25601000	39875000	27020000	5570400	14399000	17506000	43909000	20007000	18900000
92655000	111700000	2689200	3370800	3370500	22491000	9002000	28070000	30316000	4844700	5973500	5034000	16433000	5730600	6195900	38949000	14066000	21092000
26362000	17107000	19799000	24785000	23490000	24066000	16016000	15780000	16425000	22295000	20592000	19258000	38207000	21429000	21415000	12205000	28969000	24849000
16415000	13916000	9636300	25577000	12572000	39653000	166820000	11300000	271800000	10389000	5773800	4511500	28828000	8760300	7187200	1253400	8009200	6766800
1302100	18854000	7320800	3346100	2263700	32270000	16301000	3552200	NA	6234000	5244200	3383500	9282500	8075100	10435000	4637000	10748000	NA
12537000	18688000	17857000	6072800	11559000	12085000	13194000	4417800	6919100	196320000	244610000	252630000	134860000	206010000	235370000	189130000	110240000	87337000
39598000	34375000	33416000	46552000	37667000	29493000	30789000	31889000	27449000	50047000	134330000	34830000	64440000	211200000	27482000	30418000	53068000	47083000
28736000	31236000	35108000	28829000	26808000	21453000	43662000	36473000	39961000	50575000	54102000	46657000	43467000	48329000	47394000	57461000	59008000	55216000
14161000	9566200	5584200	3001300	2577800	3166100	8226400	15696000	16807000	27413000	14775000	7593800	10165000	6236800	7468100	11765000	17549000	20964000
53381000	55723000	66448000	16205000	38810000	32342000	71404000	91520000	38472000	66852000	84054000	87358000	34734000	24916000	22195000	47464000	49100000	44933000
330710000	30507000	35021000	22159000	121480000	50474000	31470000	23401000	23611000	34550000	33414000	40591000	31158000	22926000	23299000	33396000	13158000	34111000
6707300	715760	3840800	2468300	3274700	1798300	940800	1576900	2099200	3493000	1015100	1927400	2183500	3224200	1733800	919030	2317000	1098500
58465000	22589000	17889000	14285000	28259000	39215000	32831000	42085000	40879000	11881000	16168000	12579000	11635000	10129000	10425000	8982500	12459000	15834000
1547300	37605000	39123000	37270000	33851000	20997000	25090000	22644000	25715000	6052400	9197100	5936700	10981000	15676000	10691000	5691300	3912400	9155300
42660000	109470000	41763000	39857000	67380000	22757000	47460000	39620000	23610000	214270000	188620000	198710000	142250000	155360000	71095000	176060000	103370000	112920000
51247000	29903000	31551000	50975000	32416000	41147000	57017000	45211000	43885000	124110000	83524000	78050000	111660000	101710000	109960000	120580000	88435000	83478000
27391000	28399000	33154000	70208000	69953000	70632000	41611000	51971000	38868000	47519000	38334000	57307000	122500000	124500000	111230000	54979000	66048000	60576000
NA	NA	2601300	3964300	2782200	NA	1416700	1632500	2327000	NA	NA	7619100	9016900	11624000	NA	10115000	7684500	7473200
5209700	6328500	7531300	9408900	8832400	14185000	8773200	13884000	12053000	12263000	2652000	7667700	9419300	16761000	13256000	8471100	18884000	10656000
11286000	7088200	2769900	10848000	6116800	11960000	9486100	7552200	3056600	NA	1479700	1292000	9562600	9289200	9697600	2321000	2691100	2659600
41166000	38737000	38627000	36124000	56753000	49728000	48323000	29578000	27596000	396900000	279470000	286670000	275260000	346660000	282150000	295790000	393830000	259380000
7270300	9853200	15394000	15038000	27400000	13472000	11296000	9878300	9617100	12379000	25951000	32768000	34482000	24266000	23647000	30423000	28330000	19257000
40294000	31581000	25210000	6393400	10617000	11360000	19690000	20425000	21078000	30441000	21441000	18477000	6988900	17538000	19697000	12436000	11318000	10833000
332690000	259560000	281060000	301440000	278130000	223880000	275260000	282260000	292490000	394440000	370160000	412990000	375010000	402670000	402280000	422420000	398440000	370560000
7683500	28592000	8113900	8218100	11218000	10133000	10078000	6335100	19711000	8534200	7260000	8199000	10641000	10762000	9899200	9192900	12587000	10529000
4225100	22348000	24684000	21869000	2402200	24207000	20705000	19834000	18260000	2627800	5683700	7769800	16547000	3735200	15652000	7598700	13815000	6624800
76806000	98149000	113320000	44277000	64777000	52968000	99502000	103320000	110250000	109490000	164470000	167970000	56912000	92994000	67840000	123290000	108680000	131900000
87711000	50494000	56606000	76763000	58988000	51412000	45579000	71475000	77168000	74422000	133060000	529860000	275290000	370090000	45684000	641110000	52113000	61630000
12430000	18920000	10675000	19983000	14632000	27946000	26888000	20103000	18232000	6359100	8288600	4138000	7733600	6080500	12530000	12254000	7989700	7785300
206290000	197160000	190340000	32896000	48377000	36081000	109450000	148970000	151410000	120290000	113200000	113730000	58806000	64953000	49164000	93852000	102160000	99204000
5395900	NA	1390000	1101900	5798000	8420800	12064000	NA	NA	956040	NA	761580	608920	1693600	1660600	2475300	NA	NA
2518200	2289100	2377700	4159500	4891100	3247500	3180900	5679400	3532100	8654200	2226200	2225600	3088700	10036000	3445500	2360800	35012000	29288000
28763000	37267000	31441000	25370000	43741000	34046000	67914000	65483000	60486000	183480000	59237000	48340000	37109000	127250000	31057000	72622000	56426000	65510000
12510000	5248000	5280500	10816000	18150000	11637000	10950000	9938600	8993100	19884000	6716900	5476600	26592000	37815000	22586000	12986000	16256000	11644000
16034000	10810000	10117000	20998000	18707000	16942000	13709000	16975000	17649000	16829000	12734000	12504000	28718000	28996000	30634000	18804000	23680000	24211000
NA	NA	NA	4936500	9407900	10631000	985140	805150	247080	NA	4971900	NA	38380000	53494000	64468000	10716000	7668900	1441200
7430400	7218200	7377800	14200000	17429000	29874000	4805200	12284000	13735000	8728400	167990000	88183000	25186000	28927000	35663000	57081000	21075000	23512000
222510000	232900000	322480000	221740000	137770000	138810000	194510000	227990000	227700000	180830000	346990000	334720000	172100000	132700000	151030000	286510000	352560000	330090000
13264000	20472000	20849000	31474000	26067000	22232000	15521000	17897000	15696000	55936000	61705000	50375000	76015000	76988000	58355000	48254000	46525000	50325000
39734000	47378000	28872000	34149000	42248000	34870000	12256000	26165000	19776000	67661000	51603000	48826000	47474000	99516000	95502000	50844000	61488000	50133000
106840000	32226000	35214000	NA	NA	4592000	4534600	53205000	5370900	27216000	22550000	40091000	NA	NA	4496300	6587100	2846400	44565000
131190000	109150000	126430000	161340000	184780000	105270000	129100000	135490000	158480000	34657000	38910000	47191000	74049000	123820000	82843000	86922000	68406000	87372000
9611000	9242400	8739200	NA	422260	462970	10484000	12190000	10666000	6384000	8163100	1082600	NA	658730	367080	5813100	5117400	519460
20768000	17450000	23846000	15626000	31130000	21938000	33842000	22773000	25520000	198600000	201030000	217300000	29407000	40254000	32488000	48658000	173690000	28340000
4228100	1763200	8403500	5181900	5350100	6562000	7923900	7892000	7121700	4085500	3993200	9291800	7657400	5973400	7147000	6515000	6658200	4816500
26199000	62363000	46292000	32081000	60551000	68600000	45391000	38506000	37260000	186770000	164700000	200320000	273730000	251450000	315680000	202510000	214660000	219700000
392440	4262300	1365200	10295000	5418800	6592900	131260	4859300	3280600	1087200	6754000	4923000	19242000	12566000	13097000	444130	12097000	7168600
17293000	23925000	36763000	8305400	8546500	5192800	32577000	27209000	15883000	17663000	21895000	23947000	6626700	2635800	8793900	13913000	16537000	9903200
32995000	27938000	24496000	55981000	62390000	48832000	37073000	35508000	46177000	44282000	30101000	32270000	69185000	72527000	64722000	52279000	40260000	58631000
10370000	7613500	7458100	18467000	13824000	15388000	13668000	14760000	14787000	19931000	18697000	26925000	35452000	30857000	38746000	36281000	34206000	39315000
8153500	8924000	15279000	7184700	8133000	13216000	13616000	15777000	16179000	55770000	48511000	56416000	6133300	45682000	40228000	41232000	43129000	48498000
111290000	97373000	99720000	104250000	103270000	77405000	122060000	96033000	96329000	147960000	117780000	125040000	123230000	135590000	109690000	132110000	109190000	116630000
9734500	12277000	12399000	17032000	11102000	NA	NA	NA	7324200	6173200	6667500	8276100	7440700	5293500	NA	NA	NA	4035200
136190000	119170000	156580000	104250000	99245000	106450000	110200000	168920000	157160000	99156000	95595000	101770000	123390000	160050000	121300000	95917000	131870000	105190000
4803500	4600900	1278400	6549200	10688000	11916000	531830	3090700	2959500	775580	1964300	2474100	5126200	6091000	4440900	783990	938270	965280
16917000	8294800	11557000	6145400	2325800	NA	2612900	6401200	1729200	6355700	2197700	1961000	2699400	1531300	NA	289460	10980000	168010
NA	NA	1137400	848120	4093200	3654700	3164200	2918900	11744000	NA	NA	2472400	9579900	9357700	5491000	4911400	5809100	6355900
20498000	21523000	23029000	34210000	29210000	27779000	27484000	24311000	27618000	24457000	22013000	26548000	41727000	38183000	37068000	33248000	35219000	33839000
3742400	4990600	4216800	4536500	4499600	1523400	4239700	7287100	5536700	6381300	5179200	5742100	26290000	5744200	2576000	6435600	37735000	29628000
1152700	1084400	444630	8005800	11661000	11893000	1560400	NA	4804500	757920	163700	352830	5522800	6130200	5600300	336900	NA	1685700
2071000	1046300	832710	NA	720870	988730	2292900	1037500	NA	570210	471230	309360	NA	928060	1076300	1704800	528860	NA
NA	NA	333960	6947100	2454100	928360	550600	687970	1329900	NA	NA	672860	10940000	3816900	834420	882370	469570	387220
8022500	33604000	43082000	15805000	26146000	22684000	24990000	25796000	26020000	7769100	5487400	4415700	2410400	4503800	5889800	4320200	4030800	4097700
47181000	33833000	34399000	20215000	33037000	32214000	49351000	41784000	42885000	60219000	61595000	36817000	41155000	53663000	64960000	76120000	70569000	52585000
17618000	13349000	12928000	16763000	21496000	28070000	24451000	13649000	13309000	46594000	49200000	55106000	77071000	39739000	30965000	39937000	47676000	28393000
6733000	7393000	8929400	4417500	5832700	5716600	7193500	8461500	14332000	30877000	47500000	25746000	7408900	9379800	12069000	36007000	14876000	20253000
1340000	1151300	500790	799600	1845200	1795300	2153100	1836100	2279200	2095800	3919400	479020	1551700	6492500	4375500	7218800	7566000	4802500
26895000	20266000	20522000	16529000	26245000	25580000	8491300	13414000	13442000	44469000	34011000	16783000	9770700	38573000	25105000	16664000	13440000	9405900
2428900	3298200	3305600	2142700	5865100	2278400	3094200	2332000	2458900	5545600	7297300	7022600	4362600	9156800	5223600	4354200	5512400	6362100
